,B10_Spco,D28_Bogr,B13_Spco,C19_Spco,D30_Spco,C21_Bogr,B10_Bogr,B9_Spco,C22_Spco,B14_Spco,C17_Bogr,A7_Bogr,F43_Bogr,A8_Bogr,C18_Spco,C22_Bogr,F41_Bogr,A7_Spco,D28_Spco,F41_Spco,A8_Spco,B11_Spco,D25_Spco,D31_Bogr,C20_Spco,B12_Spco,A1_Spco,B12_Bogr,A4_Spco,B16_Spco,B16_Bogr,A1_Bogr,D26_Spco,A3_Bogr,A5_Bogr,A5_Spco,F44_Bogr,D32_Bogr,F42_Spco,C17_Spco,A2_Bogr,C24_Bogr,A4_Bogr,B9_Bogr,F43_Spco,C23_Bogr,D31_Spco,C21_Spco,D25_Bogr,A3_Spco,B15_Spco,B11_Bogr,B13_Bogr,C20_Bogr,D27_Bogr,A2_Spco,A6_Spco
C1300,574.8857283,495.6903516,378.2824345,595.1694121,465.0350445,1085.28645,720.0393722,474.5088243,1269.15141,575.0758059,2094.96406,449.810584,529.1189584,246.3586981,148.9603876,719.1198851,345.045362,1242.650886,460.6962285,290.8991617,385.5279076,554.4338654,763.7239954,1554.109659,191.8408541,434.9550661,631.4171992,338.0641402,289.3573742,232.8572223,286.6333912,562.8478604,499.6033747,756.1829851,945.9229763,246.7150323,1580.030885,204.2926087,202.5465586,249.4012074,213.1244227,210.2322422,416.8196602,397.1198006,255.3392493,491.8040089,325.0414452,559.5508724,544.1360813,5479.987911,481.8295336,547.4815699,281.4212639,337.0052472,265.6175868,123.3596519,299.9724663
C1301,1769.115738,697.5335873,1751.052121,1284.315189,2651.493683,7328.026882,486.5724955,2394.628492,2744.750021,1885.674121,395.0782856,440.974438,434.9638613,286.9619162,300.2402201,374.0864445,733.0106401,2004.092287,728.6392875,1894.142324,1799.478554,1774.557609,2940.489288,3365.128646,281.9808906,1117.499239,1603.939736,227.1165554,1709.339634,1926.218021,211.5978298,2325.959645,2071.196496,2548.425845,573.7773293,2344.807015,1059.521234,231.0508664,163.239352,773.2957362,200.1714486,461.3119737,175.8401329,3337.214527,2113.353081,1087.450009,365.5669159,1960.538038,2899.596243,2230.095398,2050.635113,575.3953864,639.089099,957.0733629,354.3348119,302.3624264,1492.566983
C1302,2063.264388,4030.321262,1518.936783,1403.060391,1975.702346,3894.411589,1032.295516,577.1942249,3078.400393,929.7872753,1808.338793,2480.518184,6839.851277,4522.113138,2561.152569,2579.294774,3249.268545,1176.905162,2271.211513,1823.265933,862.9388846,1128.60503,1102.550463,2288.530527,3292.814287,4696.985478,1586.878623,1714.670974,2550.363098,1346.696326,4932.252914,2735.025651,1202.352501,3390.969865,5816.211825,1823.600326,5922.326245,3564.121023,3708.329471,1178.259133,1840.997877,1249.664841,2778.944066,4209.272786,1475.92143,1899.755479,1631.527624,966.8394197,1113.017199,2877.216237,1980.939788,1895.131716,2929.707971,1621.761266,2826.837404,4109.717879,1316.31307
C1303,3208.946945,14215.38229,1665.1055,3157.558589,3715.143181,1692.597327,2569.385785,1515.515354,2047.802652,2331.595207,8782.944612,9558.910921,18987.1798,12383.94738,3080.545218,8299.115067,2688.658908,2707.410758,5115.549952,1800.56203,2101.004629,2771.80726,3346.688545,2802.024373,3093.606989,2177.602339,428.8904337,6714.302972,2393.134737,1910.2363,9377.431979,2705.476635,2917.976534,2517.780708,6244.39272,2569.795684,4475.82622,6736.377582,4798.074259,2976.902756,10146.60121,5513.325965,10656.60823,2906.875945,1574.003128,8138.874504,1840.242194,2275.729407,3712.798606,10332.03235,552.3023122,7652.552974,12071.76896,2199.260145,13344.87937,5817.007846,2337.835701
C1304,1808.604261,838.3803272,765.9393977,1288.96132,953.0677283,1073.964523,445.2508854,511.3364808,1581.588568,1581.234708,455.0167502,756.7214949,1270.461093,1104.635312,1114.183204,2536.913177,769.097079,1030.381114,1519.809095,1305.340839,891.2605511,675.8181886,1149.637431,671.5175174,1704.932859,1349.925081,1861.727921,480.2917516,1516.870016,956.2208981,689.9678767,780.4759521,1020.858917,1898.263142,2226.311793,1570.593278,1552.023367,579.4541832,2720.334108,1388.243763,482.1020593,387.1921022,2612.783291,1219.945541,974.4185078,513.1259721,1256.139292,808.2287345,295.678888,2032.503756,1066.770485,613.868019,1182.886963,1288.310614,662.8741872,1706.782196,803.4288002
C1305,3324.492048,2350.850887,1100.541468,2046.316318,1584.442541,2015.131011,1947.006088,557.2967648,2631.648855,2316.268012,2311.464242,2343.268047,3466.846996,1883.826102,1674.007448,37521.84326,1194.71135,4791.569433,6327.444336,1433.557989,1201.374294,1710.664981,3954.190544,12877.94085,2705.593987,3185.406362,3387.924098,1301.624907,5292.069218,4042.834997,1471.17813,5004.953207,2337.47264,3252.48692,8165.501252,3586.948342,8786.547402,1248.822717,5052.245525,2376.408854,878.6448291,1003.15624,10698.83628,2820.12004,2929.521769,853.7658256,1781.538984,6324.410564,349.2151944,8832.284753,1884.188802,928.4930378,4066.276044,3091.598418,1112.250701,6364.616591,816.5402757
C1306,398.6425238,433.0740693,200.8199784,356.3018628,287.1897876,988.8472064,169.6802442,152.7853136,628.5234042,341.7379162,145.3870415,236.0595012,2530.570992,1025.685026,304.7003499,15993.24851,408.0992292,2166.093408,5343.137926,399.8038163,289.8460157,348.4428577,2875.863238,11646.68657,677.0358685,452.8134095,436.6436977,152.1259599,1394.16667,1276.996587,303.5813487,2935.15386,337.1625898,473.6609173,11497.40976,879.6136891,6570.082513,337.0531708,928.6771077,644.594188,185.4501567,241.5228824,17946.14687,630.2128313,1099.996635,231.5983962,556.2825401,4694.164641,101.0986652,6629.700607,341.8320389,285.8643882,3828.709103,552.8236494,927.989363,2411.960939,273.2108218
C1307,6078.807012,1478.345886,1818.900222,3854.469151,3088.120113,3538.19321,659.2413531,1105.648825,4778.912394,3481.541703,581.7754439,1327.413349,5810.944692,3201.49941,3220.674867,13815.67711,2085.688092,8689.372659,14420.42787,3748.908392,2565.646426,3642.985176,6235.701508,21855.5168,6004.92834,6719.195217,6459.982137,1168.95031,12712.01156,11651.22768,1909.250863,8171.741886,4429.533495,5561.99469,12187.20271,7059.307522,19472.79734,1666.372611,9613.874217,4549.679178,1192.349144,449.8633061,19556.21695,5756.624048,5022.047244,911.1862816,3559.197811,9671.157357,228.7224708,24039.40681,2986.79506,1216.705567,3934.886912,4332.474337,1417.265198,11483.45243,2136.234862
C1308,3224.432812,1235.125275,1333.779245,2318.970183,1671.663541,2096.462038,569.1613743,797.5354201,2713.122428,2233.213158,513.0659928,1023.877159,3657.15251,1996.590505,1709.845567,5702.769144,1247.061035,4779.343918,3010.532623,2181.726087,1467.990429,2099.776621,3720.24004,3937.218883,2912.343202,1329.81772,3032.362379,695.9270186,6119.28028,1905.45207,958.5881709,4985.267198,2642.375689,1114.478849,3615.987038,3304.363522,15319.19656,953.875607,4733.749779,2523.415689,654.297119,378.7680808,5985.355016,3452.832172,3083.344828,594.581726,2175.4639,2640.391283,319.2586017,13275.54835,2142.0029,816.0732348,2985.075924,3087.607779,1351.274678,6603.063117,1597.541035
C1309,566.8238667,220.8232567,219.6698504,423.4979002,320.0098486,458.2874319,83.5576512,132.6055263,508.08043,441.113512,142.791666,190.2759731,547.98688,462.2987913,278.7569718,1297.538531,278.6624954,671.5044751,938.5353475,423.1537072,262.4411005,411.7457063,534.2433413,1021.61729,475.9467879,531.6766167,554.5372228,156.0736391,746.2535711,497.8868539,199.7875281,675.5497975,462.1789357,637.8134259,777.1063959,635.1513805,2104.020452,188.0934294,937.9417976,480.8819613,155.8592245,110.6010167,650.0516038,556.3662271,477.2892871,127.8375053,400.2196821,352.33275,67.33857096,1963.207524,361.0798239,178.2824661,598.92275,568.0117898,221.7036648,823.6216943,269.1728021
C1310,1817.924233,296.1032948,552.1094142,1106.270421,824.7209145,1038.10989,70.99414669,262.3923795,1327.66042,1113.693571,98.21804071,206.2383071,1032.924092,511.5066766,612.9225508,604.577093,380.834345,2661.112022,2168.889105,1074.209182,695.133198,1416.396656,2167.034751,1855.088542,1555.611409,1991.123797,1757.977981,88.78672403,4134.153069,3191.025861,233.5520846,2516.348726,1606.386125,1195.09113,347.3425603,2103.835953,4707.039668,201.0712415,2714.366017,1434.627387,201.2932537,51.67097501,594.6103132,1286.438519,2005.986248,69.9230628,825.8250754,741.4274612,34.42488796,6529.075977,1160.72132,227.9443457,298.3939689,1499.632781,264.4423427,3586.323893,681.9214947
C1311,843.1304056,2589.979102,2445.272872,2587.201267,9950.397874,3740.362818,4576.792543,2859.549437,7558.074091,3310.941318,949.4694365,3361.02922,5768.756469,7124.89715,3318.469534,3608.336657,2406.464338,2397.864634,6954.403877,3127.835762,4089.179062,1193.776011,4152.758737,8152.4342,2427.341024,499.6351442,1742.190571,2105.532602,3252.107044,5065.790074,1904.354645,3048.251936,5517.311168,2186.644274,5135.398085,545.1743214,8009.708879,2983.813511,3390.571138,5978.921384,2876.941749,2268.582712,10784.85462,8223.515895,2289.631398,3115.706361,3868.617015,5266.793951,4661.228834,26748.67528,2269.233351,4939.210561,4594.082817,1789.156194,2876.64855,3663.018301,1842.741505
C1312,5884.76216,18331.98216,2407.961893,3723.250934,6923.229972,7051.449672,8203.623563,6534.137048,6946.163588,1948.493124,9227.841194,9812.676312,4518.989886,9506.83174,3956.840166,18415.29807,7678.448591,993.7821896,3337.092489,2117.650334,1992.546255,1165.971451,4427.354528,22023.35155,1436.87098,1943.675371,1723.560178,9321.201673,1387.694535,1472.273509,8825.70431,9156.414676,2849.066877,8094.563467,22465.7081,1181.131434,28772.74022,9102.564942,2435.063766,2344.314415,6214.560988,11679.48861,50144.49129,11029.13385,1157.368447,5428.946691,2836.184295,5384.68657,4624.500874,7511.666527,2052.569101,8899.313601,11681.1639,4502.179253,4101.249699,1133.640115,3235.502312
C1313,83411.12006,18285.1254,32376.66331,55562.74431,77625.12117,35299.26232,46684.96364,25073.01696,95750.22737,86786.5138,63512.21928,43968.36391,43025.39042,58299.84868,63878.2341,16929.63596,3680.239602,50987.56961,112465.2283,59738.34952,99589.46818,44266.58318,74315.01218,33420.27182,86985.84303,52499.05614,43567.64052,35638.9713,69353.64477,50309.0687,13597.64955,41796.08655,37113.51325,16825.53088,127700.2048,42399.503,13840.78152,27082.07691,73649.47727,110994.7535,36526.64503,52846.88148,143227.577,29333.02185,50896.75638,6430.928263,82023.99839,270295.1283,20269.99004,98516.15953,138471.7906,76006.55652,83067.37658,7344.202608,15091.00934,71708.45002,186899.3589
C1314,629.1212866,2560.291222,240.6050573,643.8721928,605.9010233,593.5421901,347.6279065,319.0173998,318.0085371,587.3457806,469.0308865,369.9216948,963.7434281,1167.82381,235.2483659,641.8013609,494.4325855,201.7417592,702.7515662,268.4936847,229.1024455,298.6337917,311.1448917,3168.271664,205.71607,191.4127411,417.3758288,1623.258429,406.1232782,697.6600373,2142.370517,1871.612095,270.0331667,2177.166216,1160.861331,409.1635668,4620.94086,478.2002394,190.6274114,459.7435368,876.8501105,375.6200473,1602.662334,915.2728013,526.9394502,526.8826456,274.0979906,951.9279212,430.3626554,1035.471373,447.8350665,436.5538105,1530.697175,644.7093236,1257.429101,490.7104292,274.0311991
C1315,2497.513738,7946.723051,2060.69617,1774.29886,1928.570525,5019.069411,19237.35451,1372.590514,2971.156852,2410.580775,32036.24013,21653.35964,8981.146328,28884.05287,11326.85313,39716.6319,4775.244452,2091.044047,2525.392234,2242.890567,965.3654133,2482.209216,1631.189499,8832.729188,17659.23892,1977.511794,1948.349386,9986.192701,2596.1296,2266.099525,8786.471462,2599.522959,1989.383078,7786.458047,21819.1516,2307.607267,5162.645804,9719.751129,27116.93756,3131.579832,9930.505026,6249.384801,16601.60163,2034.851656,4732.57022,44395.75944,39533.15427,7263.876665,22152.06315,13045.74176,4998.505759,52125.05843,21751.38772,15289.91131,14342.42568,30737.23824,3218.596272
C1316,20616.6667,8368.124494,14287.07508,16282.41052,19070.74261,3938.164386,4688.714162,15793.91334,21225.71133,13895.20659,6645.045654,4955.291517,6898.86959,6100.171818,22437.12632,4956.457155,4080.293641,11742.69764,17401.76738,16733.94488,19194.63023,9372.046964,15166.95058,5204.069903,19942.29033,9805.675463,10952.22998,5046.660648,14420.03111,11622.39731,5960.199646,2991.602564,17902.81668,5497.695438,6573.327314,12430.49563,2634.088331,4962.217487,26365.0256,9245.711352,4877.45553,4493.922119,7554.901052,3284.387611,10188.17345,4421.246291,29341.30676,15394.27915,6674.464284,16832.09049,16360.57291,7058.61433,3931.251746,4391.620662,5833.16558,23984.9727,23373.09785
C1317,4897.656242,46797.88831,6875.428784,6273.556181,7264.309362,13784.56643,13645.39821,4983.378167,11474.39009,10618.77384,21906.54327,17670.8881,48995.77796,27250.40937,6779.190351,17316.86463,23880.45699,7535.507265,4494.73088,10878.73295,6726.195254,5881.983976,8130.747426,7426.621021,10806.38641,8720.070144,5944.239868,19646.26599,10899.01323,6116.915636,22835.8282,9363.845628,11509.6621,23895.78193,40311.94554,11523.13614,14381.31903,15525.91746,8200.29535,9497.852527,14008.08856,21639.148,29776.57207,18749.30715,5591.130385,14787.30314,9330.439778,5961.789183,21295.90044,2345.350619,6546.288585,25439.68093,20531.60961,21891.01437,17206.2522,10477.00851,5433.823635
C1318,26841.14989,4735.099903,21158.76951,18009.31014,10479.02018,1683.025679,3848.712694,6128.790973,12515.71364,15562.76173,4308.806183,4657.593576,3533.321978,4771.347495,22676.38297,4276.810166,2992.14294,7964.108376,11591.9887,19207.52723,15598.06573,15904.13778,8693.467686,1539.574892,31714.75526,26366.03869,34231.35432,3049.158865,47975.86794,17134.90672,3505.919103,2004.565538,9602.803352,2406.868315,3536.17537,14249.23803,1081.510573,3598.25334,33261.50263,27118.53505,3903.062214,3336.007798,2340.174688,2008.582241,22795.35396,2364.67187,69525.9429,11262.67268,2395.910145,16727.66336,16604.82865,3639.766853,4504.900633,2081.28722,3303.951527,30500.63769,15939.76114
C1319,7377.073051,350032.099,3656.260786,3687.769638,4530.279167,8867.484356,68926.46955,3658.71665,3648.005567,4717.910271,28405.9039,42697.32365,131364.9705,89110.80369,5229.986644,24142.22555,15107.80405,4528.018073,3245.169547,2820.194272,1412.180263,1177.546618,3464.04562,31856.1415,4598.370599,3553.508134,5472.204354,25802.97691,5495.676836,6197.641519,192094.6293,274046.8283,3582.997164,18653.0271,383465.2833,3104.783101,100053.8057,139760.0059,4512.617413,3789.551812,119578.6808,55790.68308,285485.7253,52260.54857,2201.789206,6664.303224,5639.304261,6536.145909,18756.62068,5067.426361,3788.302231,215987.3943,117832.7373,21050.31963,111616.8281,7811.638913,6036.309464
C1320,3561.169113,15626.69351,5705.477949,2485.544941,2423.510801,9431.24045,5691.41073,3019.995026,4415.462425,2557.732056,11608.8575,12247.76875,15318.72409,8502.579399,2632.399529,14674.4234,7181.395062,2805.243882,2890.538124,2365.974059,3185.084058,2710.296892,3353.52781,3114.505562,3071.716457,3262.657757,2489.8147,10052.34789,3709.560227,4534.075686,5511.770047,4792.759464,5372.098132,9046.184398,8024.372909,2507.024404,2619.813765,7724.155739,4308.588783,3277.052526,7669.122362,7113.789524,4033.593779,4919.320088,2729.853861,10053.21187,3714.476799,4147.144376,7339.324374,2523.844234,2888.688197,8365.200327,6517.374922,10976.85223,16649.39267,5733.249581,3707.655294
C1321,3370.184009,5523.17332,2312.480813,3662.378283,1627.915485,28354.48008,22466.95573,1136.97716,2782.351674,2768.975301,6660.089433,6555.90433,22102.3539,24874.53448,1885.151851,114216.3151,11293.42534,3564.236946,3642.073601,1656.377436,1576.616122,2370.708217,4811.224621,317395.1472,2187.82342,1985.259584,6092.241795,4367.146336,3141.700957,4256.58312,7008.405214,11337.8491,4276.169197,7689.935361,23318.31646,7547.371018,37640.66238,8426.060737,2623.072013,2857.857373,9970.577555,7062.283466,86101.24047,16806.93469,1667.338371,6085.074231,1996.902664,2447.332629,9097.959022,5232.781705,1987.944917,7279.217313,45846.20655,7276.449452,8701.951416,2465.816183,1612.216497
C1322,8144.553982,8088.897071,9520.983067,6891.503428,7865.033754,2964.751086,8840.787677,8956.9711,6386.60525,8192.198204,5470.467778,6188.202967,9202.186505,9595.032727,9122.981786,14268.27796,4071.819328,4605.20055,10755.38657,8629.978323,6748.194769,4056.970584,6434.349336,3683.493983,9679.902925,5429.593218,5282.226727,4699.199813,7149.691673,5604.830558,3327.509566,3087.866864,9655.969107,2480.00984,3218.865937,8365.338388,1654.064446,3181.753468,11789.76667,9627.433359,5095.437226,3939.11335,3936.973541,6987.159422,5381.501018,4284.649008,10970.48516,14819.36452,12467.02475,3569.857614,7640.06518,9032.354859,12114.69496,4335.859963,15996.12117,8415.815069,9053.365205
C1323,20449.00775,2709.381273,14055.89786,12272.04484,11104.00666,1260.924964,1423.469161,15593.99531,17018.05433,11775.76278,1990.07083,1854.671109,1573.206216,2339.875838,9862.950724,1488.57676,1211.454167,8376.970133,9960.367233,11114.4893,13895.91571,6734.710184,8553.808825,1412.038718,7797.689086,18104.08846,15704.44756,1965.680825,13710.65092,14048.60123,2003.055215,1708.46196,10559.96267,1242.563511,1304.944762,5244.761123,1457.965488,2315.81311,15290.81786,15684.66663,1865.603759,1711.540081,2157.419189,1607.983182,14054.62006,1509.387196,9018.268574,13743.33001,1630.50111,10371.3624,13432.23263,2690.946708,2654.222371,2414.582575,1388.490902,18410.94419,27554.94087
C1324,3844.079198,6047.188851,4859.867441,6957.905111,4423.577087,2789.516674,3919.069653,2977.623471,17925.00622,61735.1082,2706.383615,4199.598512,6000.106078,5139.39442,1796.490053,4384.655453,1773.346995,10847.37014,3334.210345,3782.033432,8526.522123,2719.00913,21695.26925,2520.746402,4359.235325,18671.71216,6290.999426,2109.370161,20101.42608,14782.07417,1594.984703,4362.037572,24465.30563,2193.854617,2055.041566,9442.940726,1342.619052,2506.037009,2385.995468,3725.236785,1967.535712,1715.566874,2128.836165,3061.78066,12353.8187,1685.952771,5305.489423,3746.579398,2571.37602,5782.327215,8718.211617,3684.01092,4393.464829,1359.915322,4424.209541,1907.232647,16716.76479
C1325,178479.4079,7745.29304,217605.2104,161200.9775,154334.095,2056.284359,9522.834463,98948.19366,198192.5254,119528.7273,5334.245368,3222.936969,4718.004134,5116.508045,653126.7194,3222.850863,2250.003655,251353.3516,118142.6284,214393.5389,300967.9517,189886.0155,347339.3344,2152.243891,168202.4661,206123.1399,325799.8444,5211.103486,419401.4534,152420.105,5414.738462,8533.121624,221740.4105,2263.677642,6323.401896,169743.0589,3365.071512,12834.1099,208595.2183,197151.8545,6630.758782,6071.353778,9356.034648,3423.495322,113630.2094,1892.040333,305216.7633,192325.596,2604.276619,273696.6679,429016.2753,9630.273431,9049.696732,3406.244158,8510.304959,500984.3118,265623.7145
C1326,14149.38577,3816.823685,3162.095575,2949.022066,9379.915543,2091.930863,1796.26967,3757.729452,4203.819967,5856.285877,2072.472005,2138.637151,3120.897635,2230.623099,3269.749373,3526.84958,1265.665346,20230.63786,2713.173445,6230.689427,2793.588393,6869.595127,9856.269916,1595.389706,2672.883009,857.5139235,5375.271812,1800.386194,18356.26655,11805.23987,1624.441004,1209.020016,6694.849176,1903.932163,2601.656028,1735.488721,878.6744277,2265.757341,3715.762399,5383.633552,382.5002483,1232.106366,2028.696302,1780.967079,7006.797508,1838.46977,6116.434919,21912.85857,1851.811588,123332.9357,3966.498691,1618.067141,1797.674881,794.314608,2189.588398,2071.668738,4745.237035
