,B10_Spco,D28_Bogr,B13_Spco,C19_Spco,D30_Spco,C21_Bogr,B10_Bogr,B9_Spco,C22_Spco,B14_Spco,C17_Bogr,A7_Bogr,F43_Bogr,A8_Bogr,C18_Spco,C22_Bogr,F41_Bogr,A7_Spco,D28_Spco,F41_Spco,A8_Spco,B11_Spco,D25_Spco,D31_Bogr,C20_Spco,B12_Spco,A1_Spco,B12_Bogr,A4_Spco,B16_Spco,B16_Bogr,A1_Bogr,D26_Spco,A3_Bogr,A5_Bogr,A5_Spco,F44_Bogr,D32_Bogr,F42_Spco,C17_Spco,A2_Bogr,C24_Bogr,A4_Bogr,B9_Bogr,F43_Spco,C23_Bogr,D31_Spco,C21_Spco,D25_Bogr,A3_Spco,B15_Spco,B11_Bogr,B13_Bogr,C20_Bogr,D27_Bogr,A2_Spco,A6_Spco
C699,3021.59655,34851.24082,1364.727308,1801.805573,1401.33613,7834.182881,67016.25173,5905.271447,2122.779264,2856.806785,48621.85865,55183.3058,33200.33077,47609.51762,4670.164394,50902.17705,42388.44924,2231.193022,2173.512783,1803.04585,1903.992818,1650.645172,2053.140516,2322.533697,4844.197428,3792.22585,3562.32777,41613.13895,2539.375809,2954.317335,37996.78571,4710.575306,2631.144632,7140.276534,45504.60372,2726.594902,4364.440139,38653.57785,8862.198618,1584.998678,40816.63804,55569.07772,47815.70127,11888.25999,1401.708563,36438.7022,7677.508059,3380.356529,20137.60249,2201.692494,2641.166774,41302.67734,37253.15915,4918.799264,71311.89371,8261.505228,7683.338749
C700,89.43085687,366.4202124,101.5049671,87.87917489,107.4960097,44108.48777,616.1515494,101.6171909,104.1915362,78.58493692,234.676378,287.4640419,375.2345281,1819.504727,170.2069239,3890.806888,391.4661982,110.1345537,112.3365708,108.1189374,81.81500173,92.53000274,94.56830666,339191.7384,168.5941784,90.34259291,168.5838408,224.7215267,245.156153,114.564134,188.6067759,32412.29558,242.1131368,14314.01934,5659.203915,107.9983822,132287.0899,242.7352386,119.6698145,131.483392,245.035806,116.0504288,2061.595299,8451.462464,80.00275661,135.0146081,79.41591593,214.4147381,791.7239181,188.9931277,133.6642524,209.6083424,774.9052153,34345.38848,256.3784861,249.0171702,232.9220105
C701,4716.095813,4488.182941,3996.223954,6662.821713,2927.711546,9923.480701,2690.299421,4620.181479,10006.93577,15598.83137,4816.424743,4869.157272,4202.095132,2925.277803,4177.819877,2886.298294,3404.896996,11311.95497,2005.198868,11713.03887,7798.148122,5831.492427,8326.492255,1521.409196,9107.844385,5781.645158,6113.200906,3643.004304,14689.47108,4057.991829,2591.596349,28699.40467,2518.670401,5285.567331,4872.868215,6071.393794,2516.017684,8425.535924,9928.739795,6077.509273,5942.461845,47698.61798,2017.140598,28710.27258,1707.484254,13559.88394,7387.111462,6963.09302,2283.939076,5999.459363,7130.923145,4802.849467,3954.602825,50631.06758,3332.058344,4763.993407,5244.185737
C702,2338.682308,64058.51383,2273.164829,2124.105804,1985.093572,2012.747217,24469.24584,1896.334184,2108.727284,2382.109009,37412.86022,44912.64234,31964.47564,46093.07357,22128.19212,19803.50153,71055.79506,4722.793073,1689.562959,1805.70853,1773.942788,1574.707287,455.1071359,1369.875684,20941.81141,1828.767356,440.8919608,35009.76011,3069.802666,2001.188632,36134.7142,5028.738073,2375.116826,4362.038532,24110.17002,4835.891444,2578.357478,63560.89566,30935.88513,2464.684873,63830.73279,65964.84018,24276.29778,4096.058411,1819.916952,42384.5963,22515.12581,3730.153432,42943.94101,6335.68905,2445.675736,33510.26914,58144.51706,4842.831255,14418.78152,15079.74387,2126.441489
C703,4550.621334,19666.96875,10663.58914,2356.237223,2582.302757,8537.682831,1579.98355,1738.729335,3881.420469,2888.783896,4918.415418,14318.51487,1679.353591,1852.068547,3891.341579,27229.34689,5569.906977,1346.520449,1346.205171,9447.828943,9309.140491,1372.526683,12487.32175,4553.008351,4350.180385,16163.51438,1441.577224,1682.211882,30119.43265,985.1346667,11372.27192,101342.5855,3545.824178,48718.76811,5136.716664,618.8837452,25509.35235,11129.64004,721.2719281,1517.92889,1993.247383,10551.22239,937.6346129,9747.025589,9854.897452,4043.407116,4048.151514,7926.583553,4660.808529,1273.613957,4945.149343,4489.161022,2938.74818,10541.32553,2667.722886,23018.32314,13908.7677
C704,24492.3739,418.2139303,41966.4851,38266.30836,50440.32633,15596.26592,277.0183941,11824.88983,39689.25501,21792.38985,388.0079625,401.0761409,740.7278623,1449.521633,6283.433198,411.06456,3115.534986,50638.73748,13774.36351,59983.68628,14127.14942,25673.69254,48235.86951,15866.31765,44155.88713,31159.08677,22053.94266,1061.770303,13365.12091,9231.303435,545.9107065,3824.206021,28694.78825,4692.669484,399.9111441,35323.30403,839.6258594,557.2008826,22882.54956,27954.78806,1797.070074,8577.398632,300.8193128,9372.470771,17944.29757,4957.349937,35449.65228,15482.78879,5243.150389,124181.2665,39808.49244,1158.899134,1424.847665,1339.836278,307.8940074,1399.331585,21611.58827
C705,814534.1241,76865.48522,838029.2876,967993.9155,973263.6013,67115.42615,112369.0931,774110.9374,545501.4128,582294.4399,172674.8335,135416.2518,191529.0519,208210.5766,594779.8116,235915.7789,311759.7374,429704.2656,413878.8056,880692.2674,414054.9227,678244.1285,385017.2274,41561.44591,453481.3289,717945.7741,672824.2722,166641.3807,363622.8987,32794.23171,184028.3891,59960.58411,500784.3895,66011.40685,131484.3212,786768.1408,42283.54357,150400.9288,650080.1657,765554.7352,266499.4986,221088.5532,106714.586,90801.29498,216408.9222,344493.9145,715683.7101,701024.0951,267784.4325,195593.5821,804058.3642,142060.9154,155664.324,752811.2,85667.76347,163539.3967,484448.1437
C706,29252.59007,1001.09563,88722.39775,27682.39541,36925.95167,3064.124122,2284.206405,19556.01368,9135.656196,13480.53308,8610.149908,2984.256998,2773.111939,9829.940461,67861.73647,5561.979143,12230.15836,8394.449838,3503.156822,128702.6138,5546.628544,72949.21154,5200.577101,1158.118404,69779.85307,39864.8348,40010.80445,4155.446709,5072.378499,1037.290763,3545.809242,1301.044592,5263.302279,1776.371293,1356.819067,22287.07865,643.3151128,3585.956805,28369.71611,64922.48614,11992.87433,5006.344449,572.7897027,1006.931073,14499.72691,18777.61751,27272.24101,38792.43764,8565.876799,875.2485634,107879.2049,2750.538048,4789.145722,6469.846818,1075.706129,10158.26722,6522.976849
C707,16259.04509,4076.305885,11782.46954,10598.42134,4632.442733,31945.08111,2647.623655,12805.60795,27348.23784,16724.18888,9923.633726,10110.12482,1539.868066,8606.623837,11321.9743,8002.055517,2274.412913,20420.4394,3984.921049,8087.506759,18304.02122,19248.64591,22390.81384,3580.774771,11495.84524,12293.72586,13399.76434,7810.394579,16838.59917,7864.799148,6227.364946,64208.5102,11034.83616,17809.14894,3528.115061,15815.95765,3637.583556,5551.461014,3727.095618,12267.45009,12550.67215,26648.97308,4148.58895,35495.50534,4607.522452,30792.08932,3891.541776,25222.59044,4208.476981,13902.5917,15007.38774,8047.218244,20757.35062,50203.14355,6606.403148,7380.487488,17358.7086
C708,28179.05523,29129.73912,39241.98451,43488.55935,36844.60101,179040.1344,12882.40486,48199.82712,50913.01361,57327.73735,21052.56483,32093.221,22332.8516,12446.28818,23061.10325,13793.26736,58717.84662,66717.97211,28276.42584,64097.37129,40480.40782,69516.29444,51782.12335,45231.66837,30752.26425,48844.18836,49308.71716,17547.23906,62027.79583,39547.84555,14540.29041,39099.00916,113835.5631,163255.4942,10033.50535,64460.42436,33297.65986,18511.00269,13980.1701,62031.478,38839.07562,22347.47306,6934.468035,83887.08739,44864.69061,33769.66705,38013.14781,24935.00583,81387.68739,36233.2563,38486.25444,15717.60646,28401.79411,182695.2305,11126.00758,25972.40375,47211.34466
C709,84944.18582,2531.14216,78366.30422,90629.08281,111480.2287,3255.971175,4502.803162,35804.39451,14576.60162,15109.71014,3791.005934,5062.303219,6056.386039,24118.5615,84576.45495,9339.619042,5525.067916,25776.55144,98499.53043,85026.93538,13921.75551,82700.2698,11988.40593,1901.705675,76666.79234,62025.60486,97456.17781,2949.087459,43032.96525,85646.65027,3898.690041,4403.576297,12871.88647,1505.963676,3035.61267,74225.0155,4636.133423,4343.01256,95575.57668,59830.31682,8625.824825,3035.04293,2052.023322,1582.803812,91434.42191,16475.47252,46358.55164,55194.03416,5979.451983,7016.196941,57803.52683,3591.078562,6981.75353,12245.3528,3051.505536,69844.73836,12826.71674
C710,20103.04327,27927.09961,19884.02789,22514.64404,5938.662182,44067.00411,40105.29209,13331.43441,23358.0229,15832.54793,29363.92088,74579.60524,22294.49062,336104.7807,102162.6126,41011.74044,34948.34014,77954.67163,29477.61645,16165.66942,3811.659171,107259.01,6189.570578,35443.40552,103763.2691,5333.178474,164334.7763,93076.06512,19694.03603,14402.42466,102131.179,154892.7582,17720.29332,33737.06776,34062.3637,107919.0808,76535.71545,22831.23436,120592.961,6455.022338,51897.09678,37299.14108,35233.28562,20134.55312,7061.532732,46185.15698,110445.3697,10239.50313,79205.1017,13936.0594,48291.70479,17045.83138,48067.08724,241693.9616,15274.16216,276933.542,8852.852085
C711,3776.835987,1856.010831,2065.082547,3407.154231,5395.936941,1422.804973,1154.112992,3481.115058,5354.085056,8776.782716,2222.626685,804.0138575,1217.373792,927.1378206,8476.492084,717.0562675,1178.51105,2396.781868,2533.466475,10135.4469,15150.77524,4561.50422,2683.475276,1611.401369,12158.11844,9442.516506,6915.509379,1499.817077,12780.21041,19018.20902,1303.242675,2017.266432,3976.25404,1157.055515,2181.346748,17036.10412,2467.731221,1679.70494,10058.91727,14238.11962,1430.268806,1461.483844,977.8442021,1097.391219,12664.17138,1598.191088,1720.675545,3706.02669,1812.131595,1405.074708,3322.178381,1272.028344,1011.012625,2637.851894,1037.540542,7763.277063,17539.14326
C712,8416.571195,11225.83326,12764.24615,16369.4214,13017.07667,22902.16436,10934.07144,15251.27997,24318.12091,17031.36588,10367.5362,9763.435361,11131.43788,8156.467556,3649.333429,10355.31874,18573.07339,25006.89289,12290.924,18156.71466,16100.67081,23078.49811,28315.73383,16460.3227,3624.348457,18074.05294,21450.07517,13042.42811,24721.89458,12899.3366,10951.25227,16456.24652,48463.3746,68708.39553,6216.341734,21462.53424,23849.45524,14277.85599,7998.328779,23976.59033,11342.42327,15067.72646,4313.703643,56540.59653,25061.63726,16584.31132,11432.87055,10761.96199,18914.63698,12594.86943,15630.60658,9629.283254,7080.167116,53211.23628,7321.525198,11873.49862,15751.85169
C713,1752.324009,1121.167827,1386.882176,1672.853626,2013.500587,8218.696251,1330.835599,1346.898125,3459.262697,10448.86289,1499.257453,1329.436787,5461.019384,1090.17606,2022.643312,820.4133825,11847.51635,2082.768398,1458.059297,2675.880441,2196.890775,2786.124291,1785.966693,1068.606058,6177.944138,3747.430231,8871.899239,4956.560907,3645.297097,4091.063609,1953.488747,6037.160882,1912.408665,4431.505658,826.6972594,3031.814739,1747.650797,26665.43122,1752.07273,2257.907564,1149.434352,2349.646192,744.6550575,2338.175447,2361.698562,1964.328193,1686.765443,2754.015667,1357.57317,1459.215777,3491.787942,1435.296899,787.3733066,256684.2202,1278.53192,5427.939586,2249.083727
C714,9136.843723,282.9063622,7247.772961,8967.815589,9044.665159,213.1969303,286.8467536,2589.527419,434.9070693,706.8503737,338.2070682,368.0280753,403.5125477,401.7106739,10937.53122,511.7833087,464.2601809,1977.081818,31297.11046,9925.10405,479.0192141,18292.94575,412.6978661,311.908484,13749.49349,10683.70633,18885.59751,324.6947799,10111.01441,49336.52679,321.7661474,327.0229742,445.4061942,296.5602212,508.375475,15318.17397,537.0741935,360.5676995,8644.466956,9333.689507,290.4455191,391.8560652,437.8758104,325.9537661,46940.54842,810.7033494,4573.231901,2498.605163,320.0681663,494.9415724,10253.05028,344.301214,382.2929212,466.5046151,304.0978488,14287.99736,461.8248799
C715,1788.139839,16332.85833,1444.278517,320.3276474,2458.058386,1090.505652,2456.194436,4526.926494,597.8902052,804.3443509,5901.018422,15231.67624,1422.553051,1624.611646,19209.74271,380.466561,1616.383594,1585.427371,418.6106324,587.8434557,984.2646195,5505.448361,2212.594828,954.5521432,7859.72339,929.5031859,545.2575504,9529.698903,523.8550537,1692.299957,6031.562328,794.0685335,468.0268866,767.6729405,6982.860081,1097.199064,389.0049897,5084.518346,2265.803081,638.6540231,9770.466407,5372.923298,1533.303336,431.2550305,1338.328598,13789.42533,9875.704259,1970.252409,2481.75265,304.6463019,765.8031208,7636.021953,5910.761178,1022.599824,6478.931987,1350.555663,888.072223
C716,8550.076044,1108.449849,15454.62776,19251.78968,17291.95453,716.2878897,1054.852034,20381.10509,14650.12814,15881.94317,1500.558935,1023.182239,633.650515,339.3529636,27772.08533,1072.08095,531.7604881,13408.1101,8070.336057,12108.93498,23552.73597,13752.02715,16471.01383,903.3102085,34703.43407,33250.71127,21217.06307,1390.856018,12971.04257,31686.4417,1147.494287,405.8627719,13921.68573,758.8010078,491.289743,2642.007599,439.5159901,463.593087,10060.58152,8419.030578,877.9545356,414.1323471,386.5218094,336.2907103,6434.51708,928.6736975,14217.91467,4730.676299,495.2245693,392.5363233,4663.705202,930.3282206,538.0057728,331.0742165,758.422744,9306.926051,7593.767606
C717,1712.262069,297.8526359,1647.006542,1774.920744,2467.804251,278.5990872,233.0001688,5529.834865,1669.59315,3840.673485,298.4830827,242.908059,274.8390975,256.0099237,9489.545996,410.2041942,271.2085022,1905.545216,545.3280102,1385.81552,3562.681639,2313.613108,1983.831643,324.7805414,9873.402326,4377.671625,2016.056633,275.1227571,1381.768924,5185.457094,224.1777597,207.0242702,1716.563433,209.9138995,460.5891584,328.6474423,505.5229292,218.2840801,907.9122227,1642.958497,211.2309787,156.4658475,360.1744277,197.5755857,3247.336886,375.145003,5036.654248,2094.194202,283.4622167,840.3545386,1545.680669,252.9104043,221.5347861,211.352154,224.2909334,2396.536151,1544.033675
C718,649.6246126,9091.020374,776.9036582,719.6597946,1530.007703,2276.048411,4404.002095,1584.38706,565.8797336,2011.885601,4466.452166,4248.500052,2206.189628,5341.327323,28623.21367,629.2803701,1586.542028,3644.457777,1021.535394,687.9785238,1135.352084,9020.960689,625.0933609,2063.05053,11024.90037,779.0081234,545.7467066,4183.985178,847.8125492,1247.260379,4272.033489,1220.875857,808.3027297,1063.259736,2918.402434,904.7790092,476.8404818,3982.063383,3172.216138,489.178384,10074.13315,6643.02545,2031.623253,900.236251,935.4871532,7447.874843,23588.79369,1349.09025,2530.250885,608.4637227,883.6795032,6922.935071,4936.944053,2021.188387,5075.325444,1988.701446,682.7384114
C719,2665.386346,92.87592136,5399.359302,3476.183043,7159.511384,102.8761806,67.97178473,7540.333062,337.7012928,1235.793017,68.63883514,62.85395048,90.44025383,189.3613936,592.9326696,61.37111852,59.95105084,480.9253338,419.6270528,1877.062761,921.7635213,2852.447971,1768.820976,47.73951455,982.7408713,10043.7214,2147.484739,53.2156815,523.4828193,6377.076384,54.42395363,32.39765455,1096.783179,49.59130478,91.38320187,282.3184525,93.96404145,124.7176807,90.8662441,2205.749235,198.711548,29.41622028,47.3978794,62.62932359,4969.390494,94.4269413,459.1082821,2788.118211,112.0968779,241.967647,1943.2348,70.93785676,69.23842698,176.539174,55.80231417,202.5727848,710.1857595
C720,42473.20233,44427.15355,33986.83944,46122.50233,47297.44542,43690.10666,25617.48242,41708.76626,45356.05535,46070.85527,34338.85524,32847.24119,36623.4143,30402.0528,25792.61625,35760.60255,53766.48079,56446.80824,43745.89563,35695.76,53303.5087,54216.2086,49163.95548,50304.44008,24424.76595,46392.86847,36942.75458,32011.36129,37652.14275,38909.39219,26623.21144,34012.64975,39406.23382,43655.61458,64416.83702,41063.37446,89551.91198,33066.78466,29027.19929,31957.37389,27219.66121,34968.32872,49309.60759,40986.21226,44123.95137,39317.7164,28461.79943,52709.62614,78964.00117,96227.99913,36306.64096,30864.32114,32504.27024,30877.31157,26672.58535,22092.22271,32022.49687
C721,7111.363098,686.064367,9585.501204,5674.401048,12373.43769,2879.394045,297.7819918,7163.525949,4125.179677,4989.487227,506.7855861,355.2590121,340.8892256,429.4583045,3429.979435,238.1877405,695.6007133,3413.587215,2080.834769,3593.339478,6824.364722,6133.029759,23239.40976,2381.350023,1960.897203,10907.20281,3648.663078,356.2490436,6507.177082,7792.779986,294.6163086,2733.835364,11929.32857,1798.688951,355.3902771,1554.334228,1315.743328,466.3307313,613.998035,3752.969037,507.1808619,850.9772594,365.6336288,2834.745625,7283.185777,809.4894596,1625.724233,9368.554368,1285.821271,1120.468425,4214.043903,511.7555336,773.5335933,4090.959111,497.4954058,1438.704964,7952.259218
C722,45202.35409,7579.730656,42190.18061,33603.42893,47958.26484,5468.367192,3243.667775,47273.93752,43898.00291,52952.96388,5642.017006,5291.575079,4968.983316,2344.228387,4656.108011,4359.32131,24210.87806,65316.89054,22564.40501,43622.7705,53240.13217,71076.04573,51371.95461,5319.108885,4927.274486,38684.01331,29055.9709,4965.950893,27031.25953,35224.3617,4262.96246,3874.762502,36778.1989,4130.409894,2494.269776,53771.31964,2789.02016,5834.58964,3232.583752,27393.22513,8518.403536,22679.3883,2288.246185,3219.980901,64558.4132,28030.31152,3592.488216,100272.1718,76483.72449,21433.55433,37697.43298,5114.158807,6443.869154,4270.436101,2729.386405,3949.550394,28123.37874
C723,3766.352964,1698.145802,3349.631527,4617.14413,3893.59481,5168.480833,971.4746321,2893.333712,2691.517424,2745.265649,1084.117142,1222.475242,3189.434158,951.0444481,3805.423086,1693.01978,4780.991152,3009.193891,1761.570155,1847.968508,3205.850164,2469.281766,3529.664663,5455.536793,1012.978952,2821.300669,1762.192152,1246.084288,2534.811262,3374.167155,1332.950427,3004.435208,2593.480826,3530.207944,916.9097688,2324.105961,2330.872788,928.2566076,760.4371179,2651.303661,1076.247933,3245.602331,1070.755823,4648.074541,2904.944697,2786.959134,1864.924033,6855.489835,3904.474775,2464.883963,1665.045898,1253.727052,1047.935379,5038.857239,1420.116759,2031.884519,2947.154413
C724,207582.2235,4993.38688,503359.9569,178536.3002,119534.1943,186112.0045,3956.58029,853652.0679,394200.0055,452866.584,6754.227634,3815.579103,7315.254128,3334.012565,2031.85071,2841.214751,37767.21392,441424.3794,183577.9554,206930.2355,677574.2837,525458.0491,204494.2049,203391.4122,4747.450414,424632.9933,515006.3057,8370.485422,151528.8894,372145.6826,5708.577097,343125.2024,149072.3159,254567.7197,4676.069414,455741.7721,81405.25806,8407.442588,1733.738325,491178.3041,6465.093353,14940.78268,4490.461652,298551.9683,370456.921,21693.16705,7055.233546,262122.6532,51561.79736,106768.7712,216361.586,10912.4958,8572.918462,772345.9393,6778.858926,4842.8828,184901.029
C725,4422.948645,7080.039112,5418.134006,3630.701889,4902.4304,26561.15991,2323.62703,3948.407944,3488.286508,3157.562591,5884.587798,5795.837258,11348.82098,10604.13362,7290.370865,5556.046378,34830.28686,27073.88378,3280.584948,4747.199383,2117.656413,65301.91026,8022.041835,19497.80444,17094.2303,2851.409602,4395.749544,4674.952156,3356.23261,3226.882436,3583.460872,12396.94219,5329.982089,25847.41435,2398.577804,4389.892281,6425.669044,4348.637605,9328.328216,2932.484354,9298.482173,14463.08342,1755.786188,12261.03765,4448.390852,29970.34732,17612.36798,6035.118575,29908.85028,3443.086693,3154.27138,3899.997811,7202.080346,4134.002087,2841.450017,14356.81854,3124.80342
C726,1849.63621,56275.98436,1588.967387,1653.946424,1969.506924,1977.350452,18040.86788,1818.598319,2112.998245,1544.170231,11928.2548,23308.12908,168363.1755,60751.48955,20421.81086,33271.20405,122894.099,2861.819374,1925.139935,1630.599329,1617.718999,5033.739827,1835.370468,3188.50844,12560.9967,1780.605331,1929.908094,34554.01223,1767.278468,1556.257982,27242.71779,5718.159346,1944.809253,2423.415958,10544.43123,3334.253739,4250.33401,5442.860024,12778.51287,2189.488082,7747.281595,44182.83469,17437.82891,2813.817069,1712.423781,49407.70578,9808.758265,3592.018358,170140.7676,9121.929003,1639.983211,23930.59751,19270.74673,3327.834299,46076.47816,28258.73207,1304.553252
C727,27189.42099,5577.38969,32820.70798,34221.53094,23976.05527,25103.00109,2000.092524,22732.78088,23934.31471,16814.13665,3535.359035,2261.206796,5728.845275,2716.792835,8182.256601,1904.621715,6536.614355,16072.54174,20394.96614,13049.11404,14860.87688,12893.47263,15407.20372,38665.68569,7087.502547,23526.09151,12834.79178,2795.266838,16520.72061,18066.43207,1934.70226,21900.74111,17275.54078,9906.712831,811.1419955,10951.88155,5929.035677,5943.706492,1915.782586,31181.32962,10485.02339,4900.639061,1488.368967,41093.64032,29970.3598,9478.777286,8368.628284,31295.28275,31059.42472,3962.342879,28011.24158,3972.478831,9315.741381,18749.43112,3387.336889,12334.86749,24457.32336
C728,9538.045869,2439.662799,5529.192596,7755.664321,7406.167913,16739.98128,1411.228642,10952.76327,10971.19722,14841.41084,2532.806358,2505.22543,1419.307525,1257.720563,2079.850122,1015.436424,3210.741073,9088.647409,8224.477316,4222.320276,15975.38838,7149.028864,9040.851444,16811.54915,2969.650336,10942.67588,7103.785067,2253.24313,11492.46948,11083.19843,1584.65118,12418.78291,10227.90101,12832.56596,1857.616008,4615.380743,8109.001721,1986.99171,1346.275726,8266.045281,2443.223385,2450.078273,1185.70935,15056.97806,13382.98613,3295.436116,3250.63677,11055.02424,2797.980552,5730.945409,5620.279004,1732.055064,1509.045152,16341.83318,1316.734352,3605.526141,10242.87461
C729,5823.64381,1751.122139,5580.607465,6243.581957,4137.853335,3466.125709,797.8445141,6827.108034,8691.194766,6728.745266,1244.38167,721.7148876,1233.511633,707.5521209,2836.592759,523.2923321,1575.060072,4221.92676,3593.075344,2785.773622,9642.843316,2488.160272,5498.820981,5901.699221,1834.077339,6874.415109,3323.798292,1144.035539,6143.717913,6728.59749,864.9447784,4922.305732,6562.273654,2701.669901,670.2962983,2393.680284,2024.887281,2422.265307,971.0479854,6858.271378,2483.414328,2115.821933,940.6479393,8192.97846,5889.171136,2098.623717,2496.101206,6803.640231,4913.603177,1511.899256,5327.155917,1394.331315,1734.559195,8436.890298,1040.554198,3979.078921,8139.082804
C730,1532.643249,21080.56835,1285.672683,1396.685843,2168.349274,10784.77663,8204.168899,1348.446402,1604.196532,1647.614704,8787.961296,7629.706975,6177.706342,6951.929402,2069.873153,7029.385078,11712.88607,2569.530069,1071.532909,1158.603025,1498.629153,3864.928536,1196.349923,8053.826692,3004.713105,1254.128208,1646.984202,15818.83314,1070.553311,1004.601127,14783.74395,6714.510624,1281.483192,4101.070361,8417.111982,1512.319966,2934.194956,17073.74129,1530.753812,1056.395995,14714.9233,19525.85241,6273.402744,3395.531861,1709.683707,10168.36685,2905.623586,2956.697338,17045.47802,1509.267492,1348.952415,10471.72065,9650.770826,3108.624968,6396.428142,1057.371733,975.4688156
C731,1795.97669,31520.83665,1974.950991,891.5434328,1930.302998,3599.910214,5287.544623,1490.968103,1333.763995,1738.872293,24061.84628,24346.29315,3569.646837,5328.04742,7983.343606,11391.17988,1592.90029,2846.909859,3428.087114,1347.133401,1407.51649,3970.851631,1594.573819,14701.35747,3754.915493,1707.431371,1152.086147,21213.4894,1479.118977,1576.387973,19621.70531,5087.242064,1457.828224,8598.384893,27108.09823,1830.397206,15835.20485,20165.83078,7129.649765,1343.075885,33491.03699,7633.119898,7284.399653,3281.367947,2010.075312,13781.75812,13406.06856,3989.842389,7629.717957,3530.297985,2101.653561,18081.41664,20513.30844,4222.679,2954.701866,1725.889164,1429.908703
C732,7893.844139,21588.57316,9605.280321,8241.747044,15111.80955,75737.53774,5221.463537,10016.16525,7842.072006,11222.95535,14649.69429,14992.74882,5664.413933,4905.841183,6240.967619,7324.552277,10251.67703,24502.85893,6546.965152,8566.506655,8037.492845,22255.25966,12980.77703,47383.27119,5050.802616,9309.827954,6077.159182,11400.43441,5842.453886,5968.593169,11784.40637,32466.97583,6695.276884,34092.9151,13411.6192,14703.0225,18094.17557,10196.46504,3965.395573,5688.623604,22728.58985,8543.406159,6146.598077,15182.24784,11084.88044,24809.11274,7771.414231,13070.47577,33147.75289,158913.0517,19759.30194,10107.75548,11790.29973,19668.54345,3693.592491,3604.617049,5992.553776
C733,7698.990418,2019.334909,3872.264518,3246.018515,9947.667595,5456.939015,562.06022,6115.005433,5323.991926,6184.393581,1464.334554,1115.795483,835.2237257,686.423313,1871.499355,578.639535,1291.082047,3814.130628,2067.639608,3060.901301,7123.643549,3247.288678,5738.922831,3182.061188,1798.111574,4919.828486,3048.937354,1075.739709,3940.567233,4228.629407,1024.976653,5155.774818,4514.053401,2661.184471,1325.175452,3236.045157,2005.05558,1254.573896,975.5500587,4372.643604,1241.508334,1308.261127,449.2173079,3158.04499,6125.058902,1288.794915,1522.552451,13380.74243,2193.721716,2194.982019,4378.374535,1116.894208,1281.203302,2446.266196,454.4234576,1188.067098,7024.800692
C734,15471.20269,1430.593962,9187.810161,6511.38121,7657.950898,21769.32899,518.0269259,20559.09745,5360.41869,14455.14731,1039.27211,814.8449904,1031.000342,463.5514712,811.7723606,695.08298,5200.841624,6988.475235,2943.501914,4344.326773,14355.76546,6311.079784,9340.494192,26877.91921,906.7309485,17298.97629,4697.812105,2389.285043,3389.012292,9470.015406,2628.784668,14256.62961,4310.567272,4096.515428,817.9569467,5484.409623,11734.93669,1353.301984,322.9919338,10050.32257,2611.246212,4307.755211,598.7550132,8164.739426,11171.93852,6393.421665,875.7584119,15934.65532,17827.56501,2838.880377,5261.421057,624.7501007,768.9580104,14151.40895,508.9262984,1248.460919,7911.077479
C735,1767.69824,3676.479509,1963.154753,1035.270603,1459.150316,2926.722257,3548.267634,1684.20798,2528.287943,1656.388103,2979.101252,7846.980668,8048.504821,17468.51327,3293.475364,4022.181614,7179.263186,1348.112519,848.141168,2786.648282,1690.363757,1679.902977,2003.913416,3140.301426,2674.169163,2353.533968,2835.922386,4361.853786,1400.57507,1418.904745,4327.002792,1649.729377,1385.898513,4159.656698,1703.480183,2225.380168,899.7176162,6396.317985,4039.649578,1722.57538,2386.131601,6287.431937,2566.573042,4804.233383,1794.975512,5230.943076,4414.318144,1728.337896,31375.38619,559.7230548,995.9203296,3312.485457,6660.777345,1333.98934,2209.453935,5078.529102,2043.058984
C736,10113.27557,214.5655926,8559.871209,13341.88353,9445.852921,21628.00414,290.5468709,5600.901406,8794.71045,10452.25124,470.8916923,1371.611966,3915.199185,3647.283325,243.0789216,598.7949472,18343.13472,10226.4489,8232.250716,11422.95781,11385.16952,9793.185722,10989.24666,18094.51682,4393.214977,9469.623836,6649.34035,135.768654,6155.038007,5854.821032,231.0512188,13880.46923,5320.278453,24259.44499,424.2802367,11708.17932,1607.088388,109.3011527,569.1694567,11591.15009,425.7129741,201.2076047,144.7273332,24162.32003,6581.539396,3553.268316,512.6174422,6207.336207,11809.56229,5903.648306,15415.84207,242.0859389,335.2932381,8790.325369,216.4283016,467.3947483,7875.799457
C737,110.5439443,83.07373523,623.6809627,506.8559745,173.4944367,4956.60789,71.06033008,1625.572009,275.6950489,1774.086338,63.85322483,72.81189187,74.82767939,97.15951861,43.34583904,93.67818511,100.293109,846.1528767,85.52302081,296.6256857,801.5487243,541.4779387,451.9071346,2806.922391,43.93286562,1189.814324,293.0270279,70.28167621,246.9554938,486.0962951,67.33624305,1008.733114,369.4911906,1153.249445,210.9629132,513.2139705,228.3655389,32.1929349,48.1991455,334.1713815,54.43644148,84.22594411,60.71867477,499.5107228,1295.250424,159.5864531,51.70538849,478.9701404,175.5228017,280.8070551,392.7654385,109.1626122,72.1048527,609.5716506,76.86937077,69.33309378,346.3785855
